id,nombre,descripcion,direccion,latitud,longitud,fecha_inicio,hora_inicio,fecha_fin,hora_fin,tipo_intervencion,tipo_afectacion,titularidad,impacto_pmr,notas
AFEC-0202,Obra de renovación de calzada,Corte de carril con regulación temporal del paso de vehículos.,av. de andalucia,36.717940,-4.430372,2026-03-02,08:00,2026-03-02,14:00,obra,corte_trafico,Área de Urbanismo,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0203,Mejora de acerado y pavimento,Interrupción parcial o total de la circulación durante la intervención.,alameda principal,36.717629,-4.420706,2026-01-07,13:00,2026-01-07,21:00,obra,corte_trafico,Promotor privado autorizado,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0204,Actuación municipal de mejora urbana,Limitación de acceso durante una franja horaria concreta.,calle bolsa,36.719305,-4.420733,2026-01-09,07:00,2026-01-09,11:00,actuación_municipal,restriccion_paso,Promotor privado autorizado,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0205,Mejora de acerado y pavimento,Interrupción parcial o total de la circulación durante la intervención.,av. de andalucia,36.716711,-4.430012,2026-03-29,10:00,2026-03-29,14:00,obra,corte_trafico,Promotor privado autorizado,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0206,Reposición de firme,Corte de carril con regulación temporal del paso de vehículos.,av. de andalucia,36.716440,-4.430036,2026-02-08,17:00,2026-02-10,05:00,obra,corte_trafico,Servicio de Mantenimiento Urbano,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0207,Canalización subterránea,"Reserva de carril para maquinaria, vehículos técnicos o trabajos urbanos.",calle hilera,36.717409,-4.426536,2026-02-23,07:00,2026-02-24,19:00,obra,ocupacion_calzada,Área de Movilidad del Ayuntamiento,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0208,Ocupación de vía por acto público,Estrechamiento temporal del vial por intervención en calzada.,calle hilera,36.716398,-4.425684,2026-03-08,07:00,2026-03-08,10:00,evento,ocupacion_calzada,Servicio de Mantenimiento Urbano,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0209,Canalización subterránea,"Reserva de carril para maquinaria, vehículos técnicos o trabajos urbanos.",calle hilera,36.718375,-4.426142,2026-03-17,10:00,2026-03-19,10:00,obra,ocupacion_calzada,Área de Urbanismo,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0210,Limpieza técnica de calzada,"Reserva de carril para maquinaria, vehículos técnicos o trabajos urbanos.",calle marmoles,36.720068,-4.427931,2026-01-08,07:00,2026-01-08,12:00,mantenimiento,ocupacion_calzada,Área de Urbanismo,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0211,Reurbanización de tramo viario,Ocupación parcial de acera con itinerario peatonal alternativo.,av. de andalucia,36.718144,-4.430263,2026-01-27,18:00,2026-01-28,00:00,obra,ocupacion_acera,Policía Local,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0212,Corte temporal por actividad deportiva,Ocupación parcial de calzada con reducción de capacidad vial.,calle carreteria,36.723359,-4.423767,2026-01-21,10:00,2026-01-21,15:00,evento,ocupacion_calzada,Empresa Municipal de Transportes,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0213,Reurbanización de tramo viario,Ocupación parcial de acera con itinerario peatonal alternativo.,alameda principal,36.718541,-4.420884,2026-01-01,18:00,2026-01-03,18:00,obra,ocupacion_acera,Policía Local,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0214,Instalación de mobiliario urbano,Ocupación parcial de calzada con reducción de capacidad vial.,calle bolsa,36.719080,-4.420746,2026-02-07,18:00,2026-02-07,21:00,actuación_municipal,ocupacion_calzada,Policía Local,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0215,Obra de renovación de calzada,Corte de carril con regulación temporal del paso de vehículos.,av. de andalucia,36.718549,-4.430803,2026-03-31,08:00,2026-03-31,14:00,obra,corte_trafico,Área de Urbanismo,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0216,Evento con afección al tráfico,Corte de carril con regulación temporal del paso de vehículos.,calle hilera,36.717616,-4.425631,2026-02-03,08:00,2026-02-03,12:00,evento,corte_trafico,Promotor privado autorizado,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0217,Mejora de acerado y pavimento,Ocupación parcial de calzada con reducción de capacidad vial.,av. de andalucia,36.717531,-4.428933,2026-01-26,17:00,2026-01-26,21:00,obra,ocupacion_calzada,Policía Local,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0218,Reparación de alumbrado público,Interrupción parcial o total de la circulación durante la intervención.,alameda principal,36.719287,-4.420649,2026-01-20,08:00,2026-01-20,12:00,mantenimiento,corte_trafico,Contrata municipal,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0219,Revisión de arquetas,Estrechamiento temporal del vial por intervención en calzada.,calle carreteria,36.722922,-4.424665,2026-01-08,08:00,2026-01-08,10:00,mantenimiento,ocupacion_calzada,Empresa Municipal de Transportes,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0220,Intervención de movilidad táctica,Corte temporal de tráfico con desvío alternativo señalizado.,alameda principal,36.719465,-4.421864,2026-03-14,18:00,2026-03-14,22:00,actuación_municipal,corte_trafico,Área de Movilidad del Ayuntamiento,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0221,Reurbanización de tramo viario,Afección temporal al tránsito peatonal en el entorno.,calle marmoles,36.719387,-4.428353,2026-03-30,13:00,2026-03-30,17:00,obra,ocupacion_acera,Empresa Municipal de Transportes,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0222,Revisión de arquetas,Restricción temporal de paso para vehículos no autorizados.,calle hilera,36.717016,-4.426847,2026-03-06,08:00,2026-03-06,13:00,mantenimiento,restriccion_paso,Servicio de Mantenimiento Urbano,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0223,Reposición de firme,Limitación de acceso durante una franja horaria concreta.,calle marmoles,36.720522,-4.428014,2026-01-06,10:00,2026-01-06,18:00,obra,restriccion_paso,Policía Local,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0224,Reurbanización de tramo viario,Corte temporal de tráfico con desvío alternativo señalizado.,calle hilera,36.716743,-4.426340,2026-02-02,22:00,2026-02-04,22:00,obra,corte_trafico,Contrata municipal,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0225,Reurbanización de tramo viario,Limitación de acceso durante una franja horaria concreta.,calle hilera,36.717088,-4.427859,2026-03-15,08:00,2026-03-18,08:00,obra,restriccion_paso,Área de Movilidad del Ayuntamiento,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0226,Ocupación de vía por acto público,Estrechamiento temporal del vial por intervención en calzada.,calle bolsa,36.720841,-4.420393,2026-03-28,17:00,2026-03-28,21:00,evento,ocupacion_calzada,Área de Urbanismo,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0227,Ocupación de vía por acto público,Estrechamiento temporal del vial por intervención en calzada.,calle bolsa,36.720280,-4.420273,2026-01-23,17:00,2026-01-23,21:00,evento,ocupacion_calzada,Área de Urbanismo,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0228,Intervención de movilidad táctica,Interrupción parcial o total de la circulación durante la intervención.,alameda principal,36.717414,-4.422159,2026-02-05,13:00,2026-02-05,19:00,actuación_municipal,corte_trafico,Promotor privado autorizado,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0229,Reurbanización de tramo viario,Estrechamiento temporal del vial por intervención en calzada.,calle carreteria,36.724438,-4.424532,2026-03-04,13:00,2026-03-06,13:00,obra,ocupacion_calzada,Contrata municipal,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0230,Reurbanización de tramo viario,Corte temporal de tráfico con desvío alternativo señalizado.,calle carreteria,36.723574,-4.425143,2026-02-12,13:00,2026-02-15,13:00,obra,corte_trafico,Área de Movilidad del Ayuntamiento,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0231,Evento con afección al tráfico,"Reserva de carril para maquinaria, vehículos técnicos o trabajos urbanos.",calle carreteria,36.724679,-4.423981,2026-02-12,18:00,2026-02-13,00:00,evento,ocupacion_calzada,Empresa Municipal de Transportes,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0232,Mejora de acerado y pavimento,Ocupación parcial de calzada con reducción de capacidad vial.,av. de andalucia,36.718153,-4.428924,2026-02-21,17:00,2026-02-21,21:00,obra,ocupacion_calzada,Policía Local,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0233,Canalización subterránea,Paso regulado mediante señalización provisional.,paseo del parque,36.718713,-4.415909,2026-01-12,08:00,2026-01-12,14:00,obra,restriccion_paso,Empresa Municipal de Transportes,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0234,Reurbanización de tramo viario,Ocupación parcial de calzada con reducción de capacidad vial.,alameda principal,36.719463,-4.421594,2026-02-21,22:00,2026-02-22,02:00,obra,ocupacion_calzada,Empresa Municipal de Transportes,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0235,Mejora de acerado y pavimento,Interrupción parcial o total de la circulación durante la intervención.,alameda principal,36.718042,-4.422211,2026-03-26,08:00,2026-03-26,14:00,obra,corte_trafico,Área de Urbanismo,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0236,Mejora de acerado y pavimento,Ocupación parcial de acera con itinerario peatonal alternativo.,calle hilera,36.716654,-4.425808,2026-01-25,18:00,2026-01-28,18:00,obra,ocupacion_acera,Policía Local,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0237,Reparación de alumbrado público,"Reserva de carril para maquinaria, vehículos técnicos o trabajos urbanos.",calle granada,36.721990,-4.419648,2026-03-22,07:00,2026-03-22,15:00,mantenimiento,ocupacion_calzada,Servicio de Mantenimiento Urbano,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0238,Mantenimiento de señalización vial,Corte de carril con regulación temporal del paso de vehículos.,calle granada,36.722724,-4.419117,2026-03-12,08:00,2026-03-12,16:00,mantenimiento,corte_trafico,Promotor privado autorizado,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0239,Canalización subterránea,Estrechamiento temporal del vial por intervención en calzada.,av. de andalucia,36.717836,-4.429783,2026-03-31,17:00,2026-04-01,01:00,obra,ocupacion_calzada,Área de Urbanismo,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0240,Mejora de acerado y pavimento,Interrupción parcial o total de la circulación durante la intervención.,av. de andalucia,36.717904,-4.429115,2026-03-19,10:00,2026-03-19,14:00,obra,corte_trafico,Promotor privado autorizado,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0241,Regulación especial por procesión,Estrechamiento temporal del vial por intervención en calzada.,calle bolsa,36.719672,-4.420232,2026-03-12,18:00,2026-03-12,23:00,evento,ocupacion_calzada,Promotor privado autorizado,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0242,Ocupación de vía por acto público,Estrechamiento temporal del vial por intervención en calzada.,calle hilera,36.716527,-4.426950,2026-01-15,07:00,2026-01-15,10:00,evento,ocupacion_calzada,Servicio de Mantenimiento Urbano,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0243,Revisión de arquetas,"Reserva de carril para maquinaria, vehículos técnicos o trabajos urbanos.",alameda principal,36.717579,-4.421051,2026-01-20,08:00,2026-01-20,12:00,mantenimiento,ocupacion_calzada,Empresa Municipal de Transportes,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0244,Ocupación de vía por acto público,Interrupción parcial o total de la circulación durante la intervención.,alameda principal,36.718250,-4.420879,2026-02-04,08:00,2026-02-04,11:00,evento,corte_trafico,Área de Movilidad del Ayuntamiento,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0245,Instalación de mobiliario urbano,Ocupación parcial de calzada con reducción de capacidad vial.,calle bolsa,36.719759,-4.420976,2026-02-01,18:00,2026-02-01,21:00,actuación_municipal,ocupacion_calzada,Policía Local,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0246,Canalización subterránea,"Reserva de carril para maquinaria, vehículos técnicos o trabajos urbanos.",calle hilera,36.717416,-4.425462,2026-03-18,08:00,2026-03-19,20:00,obra,ocupacion_calzada,Servicio de Mantenimiento Urbano,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0247,Reurbanización de tramo viario,Ocupación parcial de calzada con reducción de capacidad vial.,calle carreteria,36.723967,-4.424245,2026-01-09,22:00,2026-01-11,22:00,obra,ocupacion_calzada,Área de Movilidad del Ayuntamiento,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0248,Corte temporal por actividad deportiva,Corte de carril con regulación temporal del paso de vehículos.,calle carreteria,36.725047,-4.425277,2026-02-13,10:00,2026-02-13,13:00,evento,corte_trafico,Contrata municipal,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0249,Obra de renovación de calzada,Interrupción parcial o total de la circulación durante la intervención.,calle carreteria,36.723356,-4.425327,2026-01-01,08:00,2026-01-04,08:00,obra,corte_trafico,Contrata municipal,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0250,Actuación de accesibilidad peatonal,Corte temporal de tráfico con desvío alternativo señalizado.,calle carreteria,36.725418,-4.425372,2026-03-16,17:00,2026-03-16,23:00,actuación_municipal,corte_trafico,Área de Movilidad del Ayuntamiento,no,Registro sintético generado para análisis de impacto sobre movilidad.
